date,store_id,item_id,ingredient_name,waste_type,waste_qty,waste_value
2024-05-24,MIL-03,VER-01,Verdure miste (kg),Sovraproduzione,1.04,3.64
2024-05-24,MIL-03,MOZZ-01,Mozzarella (kg),Scaduto,1.62,13.77
2024-05-24,MIL-04,MOZZ-01,Mozzarella (kg),Errore Comanda,0.48,4.08
2024-05-24,MIL-04,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.24,3.97
2024-05-24,MIL-04,OLI-01,Olio EVO (lt),Deteriorato,0.59,7.08
2024-05-24,MIL-05,FUN-01,Funghi porcini (kg),Sfrido,1.04,29.12
2024-05-24,MIL-05,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.16,0.51
2024-05-24,MIL-05,MOZZ-01,Mozzarella (kg),Sfrido,1.39,11.81
2024-05-24,MIL-06,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.42,4.54
2024-05-24,MIL-06,PES-01,Pesce branzino (kg),Sfrido,1.36,32.64
2024-05-24,MIL-06,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.64,14.08
2024-05-24,MIL-07,MOZZ-01,Mozzarella (kg),Sovraproduzione,2.06,17.51
2024-05-24,MIL-07,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.82,1.46
2024-05-24,MIL-07,PES-01,Pesce branzino (kg),Scaduto,1.01,24.24
2024-05-24,MIL-07,SAL-01,Salame piccante (kg),Errore Comanda,1.96,35.28
2024-05-24,MIL-08,VER-01,Verdure miste (kg),Errore Comanda,0.10,0.35
2024-05-24,MIL-08,PRO-01,Prosciutto crudo (kg),Sfrido,1.38,30.36
2024-05-24,MIL-08,CAR-01,Carne manzo (kg),Sfrido,0.90,16.65
2024-05-24,MIL-08,SAL-01,Salame piccante (kg),Scaduto,0.52,9.36
2024-05-24,MIL-09,PRO-01,Prosciutto crudo (kg),Deteriorato,0.13,2.86
2024-05-24,MIL-10,PRO-01,Prosciutto crudo (kg),Deteriorato,0.85,18.70
2024-05-24,MIL-10,CAR-01,Carne manzo (kg),Errore Comanda,1.12,20.72
2024-05-24,MIL-10,PES-01,Pesce branzino (kg),Deteriorato,0.94,22.56
2024-05-24,MIL-10,MOZZ-01,Mozzarella (kg),Errore Comanda,1.49,12.66
2024-05-25,MIL-01,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.23,1.96
2024-05-25,MIL-02,MOZZ-01,Mozzarella (kg),Sfrido,0.96,8.16
2024-05-25,MIL-02,VER-01,Verdure miste (kg),Sovraproduzione,1.25,4.38
2024-05-25,MIL-02,MOZZ-01,Mozzarella (kg),Errore Comanda,0.19,1.61
2024-05-25,MIL-02,OLI-01,Olio EVO (lt),Errore Comanda,2.09,25.08
2024-05-25,MIL-03,PES-01,Pesce branzino (kg),Sovraproduzione,1.83,43.92
2024-05-25,MIL-03,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.25,1.00
2024-05-25,MIL-03,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.41,31.02
2024-05-25,MIL-04,MOZZ-01,Mozzarella (kg),Errore Comanda,0.40,3.40
2024-05-25,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,0.51,0.41
2024-05-25,MIL-05,PRO-01,Prosciutto crudo (kg),Scaduto,0.16,3.52
2024-05-25,MIL-05,FAR-01,Farina tipo 00 (kg),Sfrido,1.27,1.02
2024-05-25,MIL-05,VER-01,Verdure miste (kg),Sfrido,0.48,1.68
2024-05-25,MIL-06,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.14,3.08
2024-05-25,MIL-06,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.97,3.10
2024-05-25,MIL-06,SAL-01,Salame piccante (kg),Sovraproduzione,1.54,27.72
2024-05-25,MIL-07,TOM-01,Pomodoro San Marzano (kg),Scaduto,0.99,3.17
2024-05-25,MIL-08,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.24,0.77
2024-05-25,MIL-08,OLI-01,Olio EVO (lt),Sovraproduzione,1.85,22.20
2024-05-25,MIL-08,PES-01,Pesce branzino (kg),Sfrido,1.25,30.00
2024-05-25,MIL-09,FUN-01,Funghi porcini (kg),Scaduto,0.60,16.80
2024-05-25,MIL-09,CAR-01,Carne manzo (kg),Sovraproduzione,1.11,20.54
2024-05-25,MIL-09,OLI-01,Olio EVO (lt),Scaduto,2.04,24.48
2024-05-25,MIL-10,CAR-01,Carne manzo (kg),Errore Comanda,0.18,3.33
2024-05-25,MIL-10,FAR-01,Farina tipo 00 (kg),Sfrido,0.86,0.69
2024-05-26,MIL-01,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.70,2.24
2024-05-26,MIL-02,PRO-01,Prosciutto crudo (kg),Scaduto,0.18,3.96
2024-05-26,MIL-03,MOZZ-01,Mozzarella (kg),Deteriorato,0.30,2.55
2024-05-26,MIL-03,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.21,3.87
2024-05-26,MIL-04,PRO-01,Prosciutto crudo (kg),Sfrido,0.29,6.38
2024-05-26,MIL-05,SAL-01,Salame piccante (kg),Deteriorato,0.24,4.32
2024-05-26,MIL-05,SAL-01,Salame piccante (kg),Errore Comanda,0.16,2.88
2024-05-26,MIL-05,PES-01,Pesce branzino (kg),Sfrido,1.08,25.92
2024-05-26,MIL-05,VER-01,Verdure miste (kg),Deteriorato,0.55,1.93
2024-05-26,MIL-06,PRO-01,Prosciutto crudo (kg),Scaduto,1.75,38.50
2024-05-26,MIL-07,VER-01,Verdure miste (kg),Sfrido,1.52,5.32
2024-05-26,MIL-08,VER-01,Verdure miste (kg),Scaduto,1.34,4.69
2024-05-26,MIL-09,OLI-01,Olio EVO (lt),Sfrido,0.83,9.96
2024-05-26,MIL-10,OLI-01,Olio EVO (lt),Sfrido,1.13,13.56
2024-05-26,MIL-10,FAR-01,Farina tipo 00 (kg),Deteriorato,0.70,0.56
2024-05-27,MIL-01,CAR-01,Carne manzo (kg),Scaduto,0.23,4.25
2024-05-27,MIL-01,FAR-01,Farina tipo 00 (kg),Sfrido,1.12,0.90
2024-05-27,MIL-01,VER-01,Verdure miste (kg),Sovraproduzione,1.26,4.41
2024-05-27,MIL-01,CAR-01,Carne manzo (kg),Sfrido,1.54,28.49
2024-05-27,MIL-02,SAL-01,Salame piccante (kg),Errore Comanda,1.54,27.72
2024-05-27,MIL-02,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.24,2.04
2024-05-27,MIL-02,PES-01,Pesce branzino (kg),Sfrido,0.72,17.28
2024-05-27,MIL-02,VER-01,Verdure miste (kg),Deteriorato,0.67,2.35
2024-05-27,MIL-03,CAR-01,Carne manzo (kg),Scaduto,0.78,14.43
2024-05-27,MIL-03,SAL-01,Salame piccante (kg),Deteriorato,0.35,6.30
2024-05-27,MIL-04,SAL-01,Salame piccante (kg),Sfrido,0.79,14.22
2024-05-27,MIL-04,OLI-01,Olio EVO (lt),Scaduto,1.76,21.12
2024-05-27,MIL-04,OLI-01,Olio EVO (lt),Scaduto,1.03,12.36
2024-05-27,MIL-05,PRO-01,Prosciutto crudo (kg),Sfrido,1.95,42.90
2024-05-27,MIL-05,PES-01,Pesce branzino (kg),Sfrido,0.64,15.36
2024-05-27,MIL-06,OLI-01,Olio EVO (lt),Sfrido,0.59,7.08
2024-05-27,MIL-07,VER-01,Verdure miste (kg),Deteriorato,1.27,4.45
2024-05-27,MIL-07,PES-01,Pesce branzino (kg),Sfrido,1.46,35.04
2024-05-27,MIL-08,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.41,31.02
2024-05-27,MIL-08,VER-01,Verdure miste (kg),Sfrido,1.68,5.88
2024-05-27,MIL-09,SAL-01,Salame piccante (kg),Scaduto,1.97,35.46
2024-05-27,MIL-09,SAL-01,Salame piccante (kg),Scaduto,1.15,20.70
2024-05-27,MIL-09,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.97,21.34
2024-05-27,MIL-10,MOZZ-01,Mozzarella (kg),Sfrido,0.26,2.21
2024-05-27,MIL-10,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.32,1.02
2024-05-28,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,1.19,22.02
2024-05-28,MIL-01,OLI-01,Olio EVO (lt),Deteriorato,1.37,16.44
2024-05-28,MIL-02,FUN-01,Funghi porcini (kg),Sfrido,0.98,27.44
2024-05-28,MIL-03,CAR-01,Carne manzo (kg),Scaduto,1.61,29.79
2024-05-28,MIL-03,OLI-01,Olio EVO (lt),Scaduto,0.58,6.96
2024-05-28,MIL-03,SAL-01,Salame piccante (kg),Sfrido,1.36,24.48
2024-05-28,MIL-03,FAR-01,Farina tipo 00 (kg),Deteriorato,0.77,0.62
2024-05-28,MIL-04,MOZZ-01,Mozzarella (kg),Deteriorato,1.18,10.03
2024-05-28,MIL-04,PRO-01,Prosciutto crudo (kg),Sfrido,0.43,9.46
2024-05-28,MIL-04,FAR-01,Farina tipo 00 (kg),Scaduto,1.43,1.14
2024-05-28,MIL-05,OLI-01,Olio EVO (lt),Sfrido,0.73,8.76
2024-05-28,MIL-05,OLI-01,Olio EVO (lt),Scaduto,0.51,6.12
2024-05-28,MIL-05,PES-01,Pesce branzino (kg),Errore Comanda,1.51,36.24
2024-05-28,MIL-06,PRO-01,Prosciutto crudo (kg),Sovraproduzione,2.02,44.44
2024-05-28,MIL-06,SAL-01,Salame piccante (kg),Deteriorato,1.50,27.00
2024-05-28,MIL-07,FUN-01,Funghi porcini (kg),Scaduto,1.66,46.48
2024-05-28,MIL-07,CAR-01,Carne manzo (kg),Deteriorato,1.12,20.72
2024-05-28,MIL-07,MOZZ-01,Mozzarella (kg),Sfrido,1.03,8.76
2024-05-28,MIL-07,SAL-01,Salame piccante (kg),Sfrido,0.51,9.18
2024-05-28,MIL-08,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.48,4.08
2024-05-28,MIL-09,FUN-01,Funghi porcini (kg),Sfrido,0.53,14.84
2024-05-28,MIL-09,PES-01,Pesce branzino (kg),Errore Comanda,0.26,6.24
2024-05-28,MIL-09,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.60,5.12
2024-05-28,MIL-10,SAL-01,Salame piccante (kg),Scaduto,0.97,17.46
2024-05-29,MIL-01,SAL-01,Salame piccante (kg),Sovraproduzione,1.50,27.00
2024-05-29,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,1.99,36.81
2024-05-29,MIL-01,SAL-01,Salame piccante (kg),Scaduto,1.73,31.14
2024-05-29,MIL-01,SAL-01,Salame piccante (kg),Scaduto,1.82,32.76
2024-05-29,MIL-02,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.92,0.74
2024-05-29,MIL-02,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.49,10.78
2024-05-29,MIL-03,CAR-01,Carne manzo (kg),Sfrido,0.28,5.18
2024-05-29,MIL-03,PRO-01,Prosciutto crudo (kg),Sfrido,0.96,21.12
2024-05-29,MIL-04,FUN-01,Funghi porcini (kg),Scaduto,1.80,50.40
2024-05-29,MIL-04,PRO-01,Prosciutto crudo (kg),Sovraproduzione,2.01,44.22
2024-05-29,MIL-04,CAR-01,Carne manzo (kg),Deteriorato,0.26,4.81
2024-05-29,MIL-04,VER-01,Verdure miste (kg),Errore Comanda,0.86,3.01
2024-05-29,MIL-05,PES-01,Pesce branzino (kg),Deteriorato,1.41,33.84
2024-05-29,MIL-05,FUN-01,Funghi porcini (kg),Errore Comanda,1.56,43.68
2024-05-29,MIL-06,CAR-01,Carne manzo (kg),Scaduto,1.57,29.05
2024-05-29,MIL-06,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.66,2.11
2024-05-29,MIL-06,OLI-01,Olio EVO (lt),Sovraproduzione,0.14,1.68
2024-05-29,MIL-07,FUN-01,Funghi porcini (kg),Deteriorato,1.69,47.32
2024-05-29,MIL-07,FAR-01,Farina tipo 00 (kg),Deteriorato,1.57,1.26
2024-05-29,MIL-07,PES-01,Pesce branzino (kg),Sovraproduzione,1.17,28.08
2024-05-29,MIL-07,FAR-01,Farina tipo 00 (kg),Sfrido,1.61,1.29
2024-05-29,MIL-08,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.76,16.72
2024-05-29,MIL-08,OLI-01,Olio EVO (lt),Sovraproduzione,1.91,22.92
2024-05-29,MIL-08,FUN-01,Funghi porcini (kg),Scaduto,2.05,57.40
2024-05-29,MIL-08,VER-01,Verdure miste (kg),Sfrido,1.58,5.53
2024-05-29,MIL-09,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.75,5.60
2024-05-29,MIL-09,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.77,38.94
2024-05-29,MIL-10,PES-01,Pesce branzino (kg),Scaduto,0.58,13.92
2024-05-30,MIL-01,OLI-01,Olio EVO (lt),Deteriorato,0.80,9.60
2024-05-30,MIL-01,PES-01,Pesce branzino (kg),Errore Comanda,0.19,4.56
2024-05-30,MIL-01,FUN-01,Funghi porcini (kg),Scaduto,1.23,34.44
2024-05-30,MIL-01,PES-01,Pesce branzino (kg),Deteriorato,1.11,26.64
2024-05-30,MIL-02,FUN-01,Funghi porcini (kg),Errore Comanda,0.35,9.80
2024-05-30,MIL-03,VER-01,Verdure miste (kg),Scaduto,1.19,4.17
2024-05-30,MIL-03,MOZZ-01,Mozzarella (kg),Sfrido,1.58,13.43
2024-05-30,MIL-03,CAR-01,Carne manzo (kg),Errore Comanda,0.75,13.88
2024-05-30,MIL-04,OLI-01,Olio EVO (lt),Sfrido,0.77,9.24
2024-05-30,MIL-04,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.78,2.50
2024-05-30,MIL-04,PRO-01,Prosciutto crudo (kg),Sfrido,1.57,34.54
2024-05-30,MIL-05,SAL-01,Salame piccante (kg),Deteriorato,1.28,23.04
2024-05-30,MIL-05,PES-01,Pesce branzino (kg),Sovraproduzione,0.40,9.60
2024-05-30,MIL-05,PES-01,Pesce branzino (kg),Deteriorato,0.47,11.28
2024-05-30,MIL-06,CAR-01,Carne manzo (kg),Scaduto,2.08,38.48
2024-05-30,MIL-06,MOZZ-01,Mozzarella (kg),Scaduto,0.22,1.87
2024-05-30,MIL-06,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.35,4.32
2024-05-30,MIL-06,PES-01,Pesce branzino (kg),Errore Comanda,0.49,11.76
2024-05-30,MIL-07,MOZZ-01,Mozzarella (kg),Deteriorato,0.49,4.17
2024-05-30,MIL-07,CAR-01,Carne manzo (kg),Sfrido,1.14,21.09
2024-05-30,MIL-08,SAL-01,Salame piccante (kg),Sovraproduzione,0.19,3.42
2024-05-30,MIL-09,FUN-01,Funghi porcini (kg),Scaduto,1.26,35.28
2024-05-30,MIL-09,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.43,4.58
2024-05-30,MIL-09,FUN-01,Funghi porcini (kg),Sfrido,0.16,4.48
2024-05-30,MIL-09,CAR-01,Carne manzo (kg),Sfrido,1.09,20.17
2024-05-30,MIL-10,FUN-01,Funghi porcini (kg),Sfrido,0.81,22.68
2024-05-30,MIL-10,FUN-01,Funghi porcini (kg),Errore Comanda,0.26,7.28
2024-05-30,MIL-10,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.71,15.62
2024-05-30,MIL-10,SAL-01,Salame piccante (kg),Sovraproduzione,0.44,7.92
2024-05-31,MIL-01,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.66,0.53
2024-05-31,MIL-01,PRO-01,Prosciutto crudo (kg),Scaduto,0.64,14.08
2024-05-31,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,1.63,30.15
2024-05-31,MIL-01,CAR-01,Carne manzo (kg),Errore Comanda,0.79,14.62
2024-05-31,MIL-02,MOZZ-01,Mozzarella (kg),Deteriorato,0.89,7.57
2024-05-31,MIL-02,SAL-01,Salame piccante (kg),Deteriorato,0.84,15.12
2024-05-31,MIL-02,SAL-01,Salame piccante (kg),Sovraproduzione,1.60,28.80
2024-05-31,MIL-03,OLI-01,Olio EVO (lt),Errore Comanda,1.75,21.00
2024-05-31,MIL-03,VER-01,Verdure miste (kg),Deteriorato,0.42,1.47
2024-05-31,MIL-03,PES-01,Pesce branzino (kg),Sfrido,1.81,43.44
2024-05-31,MIL-03,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.68,2.18
2024-05-31,MIL-04,SAL-01,Salame piccante (kg),Deteriorato,0.31,5.58
2024-05-31,MIL-04,SAL-01,Salame piccante (kg),Sfrido,2.03,36.54
2024-05-31,MIL-04,OLI-01,Olio EVO (lt),Deteriorato,0.27,3.24
2024-05-31,MIL-05,SAL-01,Salame piccante (kg),Errore Comanda,0.12,2.16
2024-05-31,MIL-05,OLI-01,Olio EVO (lt),Deteriorato,1.49,17.88
2024-05-31,MIL-05,FUN-01,Funghi porcini (kg),Sovraproduzione,0.94,26.32
2024-05-31,MIL-06,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.17,3.74
2024-05-31,MIL-06,PES-01,Pesce branzino (kg),Deteriorato,1.91,45.84
2024-05-31,MIL-06,PES-01,Pesce branzino (kg),Scaduto,0.55,13.20
2024-05-31,MIL-07,FUN-01,Funghi porcini (kg),Errore Comanda,1.60,44.80
2024-05-31,MIL-07,SAL-01,Salame piccante (kg),Deteriorato,1.57,28.26
2024-05-31,MIL-07,MOZZ-01,Mozzarella (kg),Deteriorato,0.12,1.02
2024-05-31,MIL-08,PES-01,Pesce branzino (kg),Sovraproduzione,1.67,40.08
2024-05-31,MIL-08,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.26,5.72
2024-05-31,MIL-08,FAR-01,Farina tipo 00 (kg),Deteriorato,1.33,1.06
2024-05-31,MIL-09,OLI-01,Olio EVO (lt),Deteriorato,1.30,15.60
2024-05-31,MIL-09,SAL-01,Salame piccante (kg),Scaduto,0.34,6.12
2024-05-31,MIL-09,CAR-01,Carne manzo (kg),Sovraproduzione,0.59,10.91
2024-05-31,MIL-09,CAR-01,Carne manzo (kg),Scaduto,0.93,17.21
2024-05-31,MIL-10,PES-01,Pesce branzino (kg),Scaduto,0.23,5.52
2024-05-31,MIL-10,VER-01,Verdure miste (kg),Scaduto,0.18,0.63
2024-05-31,MIL-10,CAR-01,Carne manzo (kg),Sovraproduzione,0.81,14.99
2024-06-01,MIL-01,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.16,3.52
2024-06-01,MIL-02,OLI-01,Olio EVO (lt),Sfrido,0.46,5.52
2024-06-01,MIL-02,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.35,4.32
2024-06-01,MIL-02,SAL-01,Salame piccante (kg),Scaduto,0.68,12.24
2024-06-01,MIL-03,MOZZ-01,Mozzarella (kg),Sfrido,1.81,15.38
2024-06-01,MIL-03,PRO-01,Prosciutto crudo (kg),Sfrido,1.96,43.12
2024-06-01,MIL-03,FUN-01,Funghi porcini (kg),Scaduto,1.44,40.32
2024-06-01,MIL-03,TOM-01,Pomodoro San Marzano (kg),Sfrido,0.76,2.43
2024-06-01,MIL-04,OLI-01,Olio EVO (lt),Errore Comanda,1.30,15.60
2024-06-01,MIL-04,OLI-01,Olio EVO (lt),Scaduto,0.57,6.84
2024-06-01,MIL-04,VER-01,Verdure miste (kg),Errore Comanda,2.03,7.10
2024-06-01,MIL-05,MOZZ-01,Mozzarella (kg),Deteriorato,1.06,9.01
2024-06-01,MIL-05,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.70,0.56
2024-06-01,MIL-05,FUN-01,Funghi porcini (kg),Sovraproduzione,1.38,38.64
2024-06-01,MIL-06,MOZZ-01,Mozzarella (kg),Sfrido,1.49,12.66
2024-06-01,MIL-06,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.75,5.60
2024-06-01,MIL-07,CAR-01,Carne manzo (kg),Sovraproduzione,1.35,24.98
2024-06-01,MIL-07,MOZZ-01,Mozzarella (kg),Deteriorato,0.60,5.10
2024-06-01,MIL-07,OLI-01,Olio EVO (lt),Errore Comanda,0.90,10.80
2024-06-01,MIL-08,FUN-01,Funghi porcini (kg),Scaduto,0.55,15.40
2024-06-01,MIL-08,VER-01,Verdure miste (kg),Deteriorato,1.41,4.93
2024-06-01,MIL-08,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.57,1.82
2024-06-01,MIL-08,FUN-01,Funghi porcini (kg),Scaduto,0.26,7.28
2024-06-01,MIL-09,PRO-01,Prosciutto crudo (kg),Sfrido,0.87,19.14
2024-06-01,MIL-10,SAL-01,Salame piccante (kg),Sovraproduzione,1.35,24.30
2024-06-02,MIL-01,FUN-01,Funghi porcini (kg),Sovraproduzione,0.19,5.32
2024-06-02,MIL-01,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.95,3.04
2024-06-02,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,0.47,8.70
2024-06-02,MIL-02,SAL-01,Salame piccante (kg),Errore Comanda,1.37,24.66
2024-06-02,MIL-02,VER-01,Verdure miste (kg),Scaduto,2.08,7.28
2024-06-02,MIL-03,CAR-01,Carne manzo (kg),Deteriorato,0.66,12.21
2024-06-02,MIL-03,VER-01,Verdure miste (kg),Deteriorato,0.31,1.08
2024-06-02,MIL-03,CAR-01,Carne manzo (kg),Sovraproduzione,0.14,2.59
2024-06-02,MIL-04,FUN-01,Funghi porcini (kg),Errore Comanda,0.11,3.08
2024-06-02,MIL-04,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.55,1.76
2024-06-02,MIL-04,PES-01,Pesce branzino (kg),Sovraproduzione,1.49,35.76
2024-06-02,MIL-04,SAL-01,Salame piccante (kg),Deteriorato,0.60,10.80
2024-06-02,MIL-05,OLI-01,Olio EVO (lt),Deteriorato,1.46,17.52
2024-06-02,MIL-05,VER-01,Verdure miste (kg),Sovraproduzione,0.36,1.26
2024-06-02,MIL-05,CAR-01,Carne manzo (kg),Sovraproduzione,0.30,5.55
2024-06-02,MIL-06,PRO-01,Prosciutto crudo (kg),Sfrido,1.41,31.02
2024-06-02,MIL-07,FUN-01,Funghi porcini (kg),Scaduto,1.16,32.48
2024-06-02,MIL-07,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.81,0.65
2024-06-02,MIL-08,FUN-01,Funghi porcini (kg),Sfrido,0.98,27.44
2024-06-02,MIL-08,CAR-01,Carne manzo (kg),Deteriorato,1.74,32.19
2024-06-02,MIL-08,VER-01,Verdure miste (kg),Scaduto,0.28,0.98
2024-06-02,MIL-08,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.71,5.47
2024-06-02,MIL-09,FAR-01,Farina tipo 00 (kg),Deteriorato,1.86,1.49
2024-06-02,MIL-09,OLI-01,Olio EVO (lt),Sfrido,0.73,8.76
2024-06-02,MIL-09,FUN-01,Funghi porcini (kg),Sovraproduzione,0.15,4.20
2024-06-02,MIL-09,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.55,4.96
2024-06-02,MIL-10,OLI-01,Olio EVO (lt),Errore Comanda,1.23,14.76
2024-06-02,MIL-10,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.61,0.49
2024-06-02,MIL-10,FAR-01,Farina tipo 00 (kg),Deteriorato,1.22,0.98
2024-06-03,MIL-01,CAR-01,Carne manzo (kg),Scaduto,0.94,17.39
2024-06-03,MIL-01,OLI-01,Olio EVO (lt),Sfrido,1.87,22.44
2024-06-03,MIL-01,OLI-01,Olio EVO (lt),Deteriorato,1.14,13.68
2024-06-03,MIL-01,VER-01,Verdure miste (kg),Scaduto,1.22,4.27
2024-06-03,MIL-02,PRO-01,Prosciutto crudo (kg),Sfrido,1.81,39.82
2024-06-03,MIL-02,FUN-01,Funghi porcini (kg),Deteriorato,0.50,14.00
2024-06-03,MIL-02,SAL-01,Salame piccante (kg),Deteriorato,1.60,28.80
2024-06-03,MIL-03,FUN-01,Funghi porcini (kg),Errore Comanda,1.69,47.32
2024-06-03,MIL-04,SAL-01,Salame piccante (kg),Deteriorato,0.17,3.06
2024-06-03,MIL-04,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.36,4.35
2024-06-03,MIL-04,FUN-01,Funghi porcini (kg),Sfrido,1.39,38.92
2024-06-03,MIL-05,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.66,2.11
2024-06-03,MIL-05,OLI-01,Olio EVO (lt),Scaduto,0.42,5.04
2024-06-03,MIL-06,SAL-01,Salame piccante (kg),Deteriorato,0.28,5.04
2024-06-03,MIL-06,PES-01,Pesce branzino (kg),Deteriorato,1.12,26.88
2024-06-03,MIL-06,PES-01,Pesce branzino (kg),Deteriorato,1.84,44.16
2024-06-03,MIL-06,MOZZ-01,Mozzarella (kg),Errore Comanda,1.39,11.81
2024-06-03,MIL-07,PRO-01,Prosciutto crudo (kg),Scaduto,1.52,33.44
2024-06-03,MIL-07,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.86,2.75
2024-06-03,MIL-07,SAL-01,Salame piccante (kg),Scaduto,0.82,14.76
2024-06-03,MIL-07,SAL-01,Salame piccante (kg),Sfrido,2.06,37.08
2024-06-03,MIL-08,FAR-01,Farina tipo 00 (kg),Deteriorato,0.29,0.23
2024-06-03,MIL-08,MOZZ-01,Mozzarella (kg),Deteriorato,1.86,15.81
2024-06-03,MIL-08,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.56,4.99
2024-06-03,MIL-08,VER-01,Verdure miste (kg),Deteriorato,1.45,5.08
2024-06-03,MIL-09,CAR-01,Carne manzo (kg),Errore Comanda,1.62,29.97
2024-06-03,MIL-09,SAL-01,Salame piccante (kg),Sovraproduzione,1.23,22.14
2024-06-03,MIL-09,PES-01,Pesce branzino (kg),Errore Comanda,1.62,38.88
2024-06-03,MIL-09,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.34,1.07
2024-06-03,MIL-10,FUN-01,Funghi porcini (kg),Scaduto,1.01,28.28
2024-06-03,MIL-10,SAL-01,Salame piccante (kg),Scaduto,0.39,7.02
2024-06-03,MIL-10,VER-01,Verdure miste (kg),Errore Comanda,0.35,1.22
2024-06-04,MIL-01,MOZZ-01,Mozzarella (kg),Scaduto,0.86,7.31
2024-06-04,MIL-01,SAL-01,Salame piccante (kg),Sovraproduzione,1.91,34.38
2024-06-04,MIL-01,OLI-01,Olio EVO (lt),Deteriorato,1.78,21.36
2024-06-04,MIL-01,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.84,18.48
2024-06-04,MIL-02,FAR-01,Farina tipo 00 (kg),Deteriorato,0.26,0.21
2024-06-04,MIL-02,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.52,1.66
2024-06-04,MIL-02,FUN-01,Funghi porcini (kg),Deteriorato,0.27,7.56
2024-06-04,MIL-02,PRO-01,Prosciutto crudo (kg),Sfrido,0.28,6.16
2024-06-04,MIL-03,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.40,1.28
2024-06-04,MIL-03,FAR-01,Farina tipo 00 (kg),Sfrido,1.75,1.40
2024-06-04,MIL-03,PES-01,Pesce branzino (kg),Sfrido,0.30,7.20
2024-06-04,MIL-04,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.43,4.58
2024-06-04,MIL-05,PRO-01,Prosciutto crudo (kg),Scaduto,1.88,41.36
2024-06-04,MIL-06,MOZZ-01,Mozzarella (kg),Sfrido,1.76,14.96
2024-06-04,MIL-06,SAL-01,Salame piccante (kg),Scaduto,0.44,7.92
2024-06-04,MIL-06,SAL-01,Salame piccante (kg),Deteriorato,1.01,18.18
2024-06-04,MIL-07,SAL-01,Salame piccante (kg),Sfrido,1.51,27.18
2024-06-04,MIL-07,PRO-01,Prosciutto crudo (kg),Sfrido,0.55,12.10
